input_data,average_agreement.py,average_common_pool.py,average_steal_agreement.py,min_agreement.py,min_common_pool.py,min_steal_agreement.py,pref_agreement.py,pref_common_pool.py,pref_steal_agreement.py,rigid_backfill.py,rigid_easy_backfill.py,best_scheduler
"30D[40|0|60]#S4{1,128|5E12,4E17}",16366.7568,16130.3707,16405.6907,15810.1384,16482.8732,16401.3394,14695.3542,14775.5402,14927.2802,42844.1763,193567.8858,pref_agreement.py
"30D[40|0|60]#S5{1,128|5E12,4E17}",13314.7048,13514.9210,13314.6966,13470.7839,12835.3439,13473.7970,12419.4843,12758.8531,12471.4198,34222.2878,171824.6266,pref_agreement.py
"30D[40|0|60]#S6{1,128|5E12,4E17}",13266.1584,12761.9091,13005.0333,13067.8390,12827.5327,13063.5187,12106.2381,11857.2080,12116.7191,40886.4761,210628.6013,pref_common_pool.py
"30D[40|0|60]#S7{1,128|5E12,4E17}",17276.3524,17545.6220,17099.6609,16535.2834,17179.5544,17054.7698,14815.9183,14899.8963,15184.6263,52556.8088,229955.4616,pref_agreement.py
"30D[40|0|60]#S8{1,128|5E12,4E17}",12520.1758,12507.3814,12575.2357,12601.4474,12677.8302,12601.4514,10369.3761,10946.4065,10892.8249,48464.0067,212815.1173,pref_agreement.py
"30D[40|0|60]#S9{1,128|5E12,4E17}",14951.1644,16060.0088,15323.0551,15782.3511,15304.3526,15643.7091,13404.6558,13505.1340,11804.6260,53225.1172,229141.8294,pref_steal_agreement.py
"30D[30|0|70]#S0{1,128|5E12,4E17}",15619.7794,15181.1863,15629.3276,14746.0152,14852.7392,14726.2384,14032.1056,14175.9177,14244.9248,43762.6843,209519.4583,pref_agreement.py
"30D[30|0|70]#S1{1,128|5E12,4E17}",11707.4375,11608.1907,11569.5847,11543.1156,11486.0683,11544.0808,10853.6924,10628.7770,10842.3886,36550.2984,203554.4340,pref_common_pool.py
"30D[30|0|70]#S2{1,128|5E12,4E17}",15176.5556,15199.7081,15056.3885,15899.9909,15073.7959,15727.2282,14546.8225,14327.4427,14545.4448,51017.7907,190196.5828,pref_common_pool.py
"30D[30|0|70]#S3{1,128|5E12,4E17}",9541.4026,9179.2931,9465.7576,9254.3878,9126.8925,9385.1134,8483.2493,8372.3719,8579.0656,32569.9503,200049.0355,pref_common_pool.py
"30D[30|0|70]#S4{1,128|5E12,4E17}",12602.5313,12728.0824,12598.9913,13017.8078,12808.3103,13397.8171,11746.3199,12047.7421,12165.7624,42844.1763,193567.8858,pref_agreement.py
"30D[30|0|70]#S5{1,128|5E12,4E17}",11349.0220,11267.9766,11349.0209,11468.6071,11541.4189,11468.5837,10570.0124,10561.4707,10560.5331,34222.2878,171824.6266,pref_steal_agreement.py
"30D[30|0|70]#S6{1,128|5E12,4E17}",10580.9270,10612.0800,10495.3526,10650.0162,11190.1639,10699.4111,9631.4210,9702.5571,9533.0357,40886.4761,210628.6013,pref_steal_agreement.py
"30D[30|0|70]#S7{1,128|5E12,4E17}",13012.3785,13479.3893,13000.3111,13630.6708,13114.5958,13630.3200,10985.4934,11171.7754,11023.1403,52556.8088,229955.4616,pref_agreement.py
"30D[30|0|70]#S8{1,128|5E12,4E17}",10241.7083,10051.2755,10165.8516,10267.8659,9825.4043,10267.8678,9000.7649,8656.8742,8956.3089,48464.0067,212815.1173,pref_common_pool.py
"30D[30|0|70]#S9{1,128|5E12,4E17}",10859.4077,10211.6642,10028.9256,10332.2910,9273.2321,10347.3530,8687.9759,8966.6595,8687.9893,53225.1172,229141.8294,pref_agreement.py
"30D[20|0|80]#S0{1,128|5E12,4E17}",12596.7406,12813.7101,12597.4745,12793.5587,12824.1686,12907.1431,12138.9226,12343.5641,12140.3311,43762.6843,209519.4583,pref_agreement.py
"30D[20|0|80]#S1{1,128|5E12,4E17}",10493.0158,10458.0941,10484.1860,10452.0945,10252.3563,10452.1650,9369.5722,9342.1195,9513.7900,36550.2984,203554.4340,pref_common_pool.py
